,season_x,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits,season_y,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
656,2017,Ndamukong Suh,MIA,30,LDT,0,2,4.5,12,2010,DT,Nebraska,76,307.0,5.03,32.0,35.5,105.0,7.21,4.44
657,2018,Ndamukong Suh,LAR,31,LDT,0,4,4.5,19,2010,DT,Nebraska,76,307.0,5.03,32.0,35.5,105.0,7.21,4.44
658,2019,Ndamukong Suh,TAM,32,LDE,0,4,2.5,14,2010,DT,Nebraska,76,307.0,5.03,32.0,35.5,105.0,7.21,4.44
659,2020,Ndamukong Suh,TAM,33,LDE,0,2,6.0,19,2010,DT,Nebraska,76,307.0,5.03,32.0,35.5,105.0,7.21,4.44
660,2021,Ndamukong Suh,TAM,34,LDE,0,0,6.0,13,2010,DT,Nebraska,76,307.0,5.03,32.0,35.5,105.0,7.21,4.44
661,2022,Ndamukong Suh,PHI,35,DT,0,0,1.0,2,2010,DT,Nebraska,76,307.0,5.03,32.0,35.5,105.0,7.21,4.44
662,2016,Anthony Brown,DAL,23,RCB,1,8,0.0,0,2016,CB,Purdue,71,192.0,4.33,19.0,35.0,115.0,7.03,4.19
663,2017,Anthony Brown,DAL,24,LCB,2,11,1.0,2,2016,CB,Purdue,71,192.0,4.33,19.0,35.0,115.0,7.03,4.19
664,2018,Anthony Brown,DAL,25,DB,1,8,2.0,3,2016,CB,Purdue,71,192.0,4.33,19.0,35.0,115.0,7.03,4.19
665,2019,Anthony Brown,DAL,26,DB,0,5,0.0,0,2016,CB,Purdue,71,192.0,4.33,19.0,35.0,115.0,7.03,4.19
666,2020,Anthony Brown,DAL,27,LCB,2,3,1.0,1,2016,CB,Purdue,71,192.0,4.33,19.0,35.0,115.0,7.03,4.19
667,2021,Anthony Brown,DAL,28,RCB,3,17,0.0,0,2016,CB,Purdue,71,192.0,4.33,19.0,35.0,115.0,7.03,4.19
668,2022,Anthony Brown,DAL,29,CB,0,7,0.0,0,2016,CB,Purdue,71,192.0,4.33,19.0,35.0,115.0,7.03,4.19
669,2016,Jadeveon Clowney,HOU,23,RDE,0,2,6.0,17,2014,DE,South Carolina,77,266.0,4.53,21.0,37.5,124.0,7.27,4.43
670,2017,Jadeveon Clowney,HOU,24,ROLB,0,2,9.5,21,2014,DE,South Carolina,77,266.0,4.53,21.0,37.5,124.0,7.27,4.43
671,2018,Jadeveon Clowney,HOU,25,ROLB,0,1,9.0,21,2014,DE,South Carolina,77,266.0,4.53,21.0,37.5,124.0,7.27,4.43
672,2019,Jadeveon Clowney,SEA,26,LDE,1,3,3.0,13,2014,DE,South Carolina,77,266.0,4.53,21.0,37.5,124.0,7.27,4.43
673,2020,Jadeveon Clowney,TEN,27,LOLB,0,4,0.0,6,2014,DE,South Carolina,77,266.0,4.53,21.0,37.5,124.0,7.27,4.43
674,2021,Jadeveon Clowney,CLE,28,RDE,0,2,9.0,19,2014,DE,South Carolina,77,266.0,4.53,21.0,37.5,124.0,7.27,4.43
675,2022,Jadeveon Clowney,CLE,29,DE,0,3,2.0,4,2014,DE,South Carolina,77,266.0,4.53,21.0,37.5,124.0,7.27,4.43
676,2016,Ken Crawley,NOR,23,RCB,0,8,0.0,0,2016,CB,Colorado,72,187.0,4.43,20.0,36.5,119.0,7.0,4.0
677,2017,Ken Crawley,NOR,24,LCB,1,17,0.0,0,2016,CB,Colorado,72,187.0,4.43,20.0,36.5,119.0,7.0,4.0
678,2018,Ken Crawley,NOR,25,LCB,0,6,0.0,0,2016,CB,Colorado,72,187.0,4.43,20.0,36.5,119.0,7.0,4.0
679,2019,Ken Crawley,2TM,26,DB,0,0,0.0,0,2016,CB,Colorado,72,187.0,4.43,20.0,36.5,119.0,7.0,4.0
680,2020,Ken Crawley,NOR,27,DB,1,1,0.0,0,2016,CB,Colorado,72,187.0,4.43,20.0,36.5,119.0,7.0,4.0
681,2021,Ken Crawley,NOR,28,DB,0,0,0.0,0,2016,CB,Colorado,72,187.0,4.43,20.0,36.5,119.0,7.0,4.0
682,2016,Quandre Diggs,DET,23,DB,0,1,0.0,1,2015,CB,Texas,69,196.0,4.56,17.0,35.5,113.0,7.22,4.15
683,2017,Quandre Diggs,DET,24,CB/SS,3,9,1.0,2,2015,CB,Texas,69,196.0,4.56,17.0,35.5,113.0,7.22,4.15
684,2018,Quandre Diggs,DET,25,SS,3,8,0.0,1,2015,CB,Texas,69,196.0,4.56,17.0,35.5,113.0,7.22,4.15
685,2019,Quandre Diggs,2TM,26,FS/SS,3,3,0.0,0,2015,CB,Texas,69,196.0,4.56,17.0,35.5,113.0,7.22,4.15
686,2020,Quandre Diggs,SEA,27,FS,5,10,0.0,0,2015,CB,Texas,69,196.0,4.56,17.0,35.5,113.0,7.22,4.15
687,2021,Quandre Diggs,SEA,28,FS,5,7,0.0,0,2015,CB,Texas,69,196.0,4.56,17.0,35.5,113.0,7.22,4.15
688,2022,Quandre Diggs,SEA,29,FS,4,7,0.0,1,2015,CB,Texas,69,196.0,4.56,17.0,35.5,113.0,7.22,4.15
689,2016,Cameron Jordan,NOR,27,RDE,0,6,7.5,24,2011,DE,California,76,287.0,4.74,25.0,31.0,117.0,7.07,4.37
690,2017,Cameron Jordan,NOR,28,LDE,1,11,13.0,28,2011,DE,California,76,287.0,4.74,25.0,31.0,117.0,7.07,4.37
691,2018,Cameron Jordan,NOR,29,LDE,0,6,12.0,21,2011,DE,California,76,287.0,4.74,25.0,31.0,117.0,7.07,4.37
692,2019,Cameron Jordan,NOR,30,LDE,0,3,15.5,25,2011,DE,California,76,287.0,4.74,25.0,31.0,117.0,7.07,4.37
693,2020,Cameron Jordan,NOR,31,LDE,0,3,7.5,16,2011,DE,California,76,287.0,4.74,25.0,31.0,117.0,7.07,4.37
694,2021,Cameron Jordan,NOR,32,LDE,0,6,12.5,22,2011,DE,California,76,287.0,4.74,25.0,31.0,117.0,7.07,4.37
695,2022,Cameron Jordan,NOR,33,DE,0,2,8.5,13,2011,DE,California,76,287.0,4.74,25.0,31.0,117.0,7.07,4.37
696,2016,Devon Kennard,NYG,25,LLB,0,1,1.0,5,2014,OLB,USC,75,249.0,4.7,23.0,30.0,113.0,7.25,4.32
697,2017,Devon Kennard,NYG,26,LLB,0,2,4.0,7,2014,OLB,USC,75,249.0,4.7,23.0,30.0,113.0,7.25,4.32
698,2018,Devon Kennard,DET,27,LLB,0,0,7.0,14,2014,OLB,USC,75,249.0,4.7,23.0,30.0,113.0,7.25,4.32
699,2019,Devon Kennard,DET,28,LLB,0,0,7.0,15,2014,OLB,USC,75,249.0,4.7,23.0,30.0,113.0,7.25,4.32
700,2020,Devon Kennard,ARI,29,DE,0,0,3.0,9,2014,OLB,USC,75,249.0,4.7,23.0,30.0,113.0,7.25,4.32
701,2021,Devon Kennard,ARI,30,DE,0,2,0.0,2,2014,OLB,USC,75,249.0,4.7,23.0,30.0,113.0,7.25,4.32
702,2022,Devon Kennard,2TM,31,OLB,0,0,0.0,1,2014,OLB,USC,75,249.0,4.7,23.0,30.0,113.0,7.25,4.32
703,2016,Briean Boddy-Calhoun,CLE,23,SS,3,11,1.0,1,2016,CB,Minnesota,69,193.0,4.47,10.0,35.0,123.0,7.16,4.22
704,2017,Briean Boddy-Calhoun,CLE,24,FS,0,6,0.0,1,2016,CB,Minnesota,69,193.0,4.47,10.0,35.0,123.0,7.16,4.22
705,2018,Briean Boddy-Calhoun,CLE,25,DB,0,2,0.0,3,2016,CB,Minnesota,69,193.0,4.47,10.0,35.0,123.0,7.16,4.22
706,2019,Briean Boddy-Calhoun,2TM,26,DB,0,0,2.0,1,2016,CB,Minnesota,69,193.0,4.47,10.0,35.0,123.0,7.16,4.22
707,2016,Marcus Gilchrist,NYJ,28,FS,2,3,0.0,0,2011,CB,Clemson,70,195.0,4.45,26.0,38.5,119.0,6.81,4.12
708,2017,Marcus Gilchrist,HOU,29,SS,1,6,1.0,0,2011,CB,Clemson,70,195.0,4.45,26.0,38.5,119.0,6.81,4.12
709,2018,Marcus Gilchrist,OAK,30,SS,3,6,0.0,0,2011,CB,Clemson,70,195.0,4.45,26.0,38.5,119.0,6.81,4.12
710,2019,Marcus Gilchrist,JAX,31,DB,0,0,0.0,0,2011,CB,Clemson,70,195.0,4.45,26.0,38.5,119.0,6.81,4.12
711,2020,Marcus Gilchrist,BAL,32,DB,0,0,0.0,0,2011,CB,Clemson,70,195.0,4.45,26.0,38.5,119.0,6.81,4.12
712,2016,Anthony Hitchens,DAL,24,MLB,0,1,1.5,5,2014,OLB,Iowa,72,240.0,4.74,23.0,31.5,116.0,7.15,4.45
713,2017,Anthony Hitchens,DAL,25,MLB,0,2,0.0,2,2014,OLB,Iowa,72,240.0,4.74,23.0,31.5,116.0,7.15,4.45
714,2018,Anthony Hitchens,KAN,26,LILB,0,0,0.0,2,2014,OLB,Iowa,72,240.0,4.74,23.0,31.5,116.0,7.15,4.45
715,2019,Anthony Hitchens,KAN,27,LLB,0,1,2.0,4,2014,OLB,Iowa,72,240.0,4.74,23.0,31.5,116.0,7.15,4.45
716,2020,Anthony Hitchens,KAN,28,LLB,0,1,0.0,4,2014,OLB,Iowa,72,240.0,4.74,23.0,31.5,116.0,7.15,4.45
717,2021,Anthony Hitchens,KAN,29,MLB,1,2,0.0,2,2014,OLB,Iowa,72,240.0,4.74,23.0,31.5,116.0,7.15,4.45
718,2016,Brandon Marshall,DEN,27,RILB,0,3,0.0,0,2012,OLB,Nevada,73,242.0,4.72,28.0,30.5,108.0,7.05,4.09
719,2017,Brandon Marshall,DEN,28,LILB,0,4,3.0,3,2012,OLB,Nevada,73,242.0,4.72,28.0,30.5,108.0,7.05,4.09
720,2018,Brandon Marshall,DEN,29,RILB,0,1,0.0,0,2012,OLB,Nevada,73,242.0,4.72,28.0,30.5,108.0,7.05,4.09
721,2016,Quinten Rollins,GNB,24,DB,1,8,0.0,1,2015,CB,Miami (OH),71,195.0,4.57,14.0,36.5,122.0,7.1,4.28
722,2017,Quinten Rollins,GNB,25,DB,0,2,0.0,0,2015,CB,Miami (OH),71,195.0,4.57,14.0,36.5,122.0,7.1,4.28
723,2016,Orlando Scandrick,DAL,29,DB,1,8,2.0,2,2008,CB,Boise State,70,192.0,4.32,20.0,33.5,125.0,6.83,4.0
724,2017,Orlando Scandrick,DAL,30,RCB,0,3,0.0,1,2008,CB,Boise State,70,192.0,4.32,20.0,33.5,125.0,6.83,4.0
725,2018,Orlando Scandrick,KAN,31,LCB,1,13,0.0,0,2008,CB,Boise State,70,192.0,4.32,20.0,33.5,125.0,6.83,4.0
726,2019,Orlando Scandrick,PHI,32,DB,0,0,2.0,1,2008,CB,Boise State,70,192.0,4.32,20.0,33.5,125.0,6.83,4.0
727,2016,Buster Skrine,NYJ,27,LCB,1,6,1.0,1,2011,CB,Tenn-Chattanooga,69,186.0,4.37,20.0,37.0,122.0,6.44,3.9
728,2017,Buster Skrine,NYJ,28,LCB,1,9,1.0,2,2011,CB,Tenn-Chattanooga,69,186.0,4.37,20.0,37.0,122.0,6.44,3.9
729,2018,Buster Skrine,NYJ,29,DB,0,8,0.5,2,2011,CB,Tenn-Chattanooga,69,186.0,4.37,20.0,37.0,122.0,6.44,3.9
730,2019,Buster Skrine,CHI,30,DB,0,5,0.0,2,2011,CB,Tenn-Chattanooga,69,186.0,4.37,20.0,37.0,122.0,6.44,3.9
731,2020,Buster Skrine,CHI,31,DB,0,3,0.0,0,2011,CB,Tenn-Chattanooga,69,186.0,4.37,20.0,37.0,122.0,6.44,3.9
732,2021,Buster Skrine,2TM,32,DB,1,3,0.0,0,2011,CB,Tenn-Chattanooga,69,186.0,4.37,20.0,37.0,122.0,6.44,3.9
733,2016,Shaq Thompson,CAR,22,LLB,1,5,0.0,2,2015,OLB,Washington,72,228.0,4.64,20.0,33.5,117.0,6.99,4.08
734,2017,Shaq Thompson,CAR,23,LLB,0,1,2.0,6,2015,OLB,Washington,72,228.0,4.64,20.0,33.5,117.0,6.99,4.08
735,2018,Shaq Thompson,CAR,24,LLB,0,1,3.5,6,2015,OLB,Washington,72,228.0,4.64,20.0,33.5,117.0,6.99,4.08
736,2019,Shaq Thompson,CAR,25,LILB,0,3,3.0,4,2015,OLB,Washington,72,228.0,4.64,20.0,33.5,117.0,6.99,4.08
737,2020,Shaq Thompson,CAR,26,LLB,0,5,0.0,2,2015,OLB,Washington,72,228.0,4.64,20.0,33.5,117.0,6.99,4.08
738,2021,Shaq Thompson,CAR,27,LLB,2,5,2.0,6,2015,OLB,Washington,72,228.0,4.64,20.0,33.5,117.0,6.99,4.08
739,2022,Shaq Thompson,CAR,28,LB,0,4,0.5,3,2015,OLB,Washington,72,228.0,4.64,20.0,33.5,117.0,6.99,4.08
740,2016,Tre Boston,CAR,24,FS,2,7,2.0,4,2014,S,North Carolina,72,204.0,4.58,18.0,35.0,116.0,7.04,4.31
741,2017,Tre Boston,LAC,25,FS,5,8,0.0,0,2014,S,North Carolina,72,204.0,4.58,18.0,35.0,116.0,7.04,4.31
742,2018,Tre Boston,ARI,26,DB,3,9,0.0,3,2014,S,North Carolina,72,204.0,4.58,18.0,35.0,116.0,7.04,4.31
743,2019,Tre Boston,CAR,27,FS,3,11,0.0,1,2014,S,North Carolina,72,204.0,4.58,18.0,35.0,116.0,7.04,4.31
744,2020,Tre Boston,CAR,28,FS,1,4,1.0,2,2014,S,North Carolina,72,204.0,4.58,18.0,35.0,116.0,7.04,4.31
745,2016,Brian Cushing,HOU,29,LILB,0,1,0.0,2,2009,OLB,USC,75,243.0,4.64,30.0,35.0,120.0,6.84,4.22
746,2017,Brian Cushing,HOU,30,LOLB,0,0,1.5,2,2009,OLB,USC,75,243.0,4.64,30.0,35.0,120.0,6.84,4.22
747,2016,Quintin Demps,HOU,31,SS,6,9,0.0,1,2008,S,Texas-El Paso,72,206.0,4.39,16.0,31.5,110.0,7.0,4.0
748,2017,Quintin Demps,CHI,32,DB,0,0,0.0,0,2008,S,Texas-El Paso,72,206.0,4.39,16.0,31.5,110.0,7.0,4.0
749,2016,Chandler Jones,ARI,26,LOLB,0,3,11.0,21,2012,DE,Syracuse,77,266.0,4.77,22.0,35.0,120.0,7.07,4.38
750,2017,Chandler Jones,ARI,27,LOLB,0,3,17.0,33,2012,DE,Syracuse,77,266.0,4.77,22.0,35.0,120.0,7.07,4.38
751,2018,Chandler Jones,ARI,28,RDE,0,4,13.0,18,2012,DE,Syracuse,77,266.0,4.77,22.0,35.0,120.0,7.07,4.38
752,2019,Chandler Jones,ARI,29,LOLB,0,5,19.0,26,2012,DE,Syracuse,77,266.0,4.77,22.0,35.0,120.0,7.07,4.38
753,2020,Chandler Jones,ARI,30,LOLB,0,0,1.0,7,2012,DE,Syracuse,77,266.0,4.77,22.0,35.0,120.0,7.07,4.38
754,2022,Chandler Jones,LVR,32,DE,0,3,4.5,15,2012,DE,Syracuse,77,266.0,4.77,22.0,35.0,120.0,7.07,4.38
755,2016,Johnathan Joseph,HOU,32,LCB,0,9,0.0,0,2006,CB,South Carolina,71,193.0,4.31,15.0,37.0,123.0,6.92,4.23
756,2017,Johnathan Joseph,HOU,33,LCB,2,9,0.0,0,2006,CB,South Carolina,71,193.0,4.31,15.0,37.0,123.0,6.92,4.23
757,2018,Johnathan Joseph,HOU,34,LCB,2,13,0.0,0,2006,CB,South Carolina,71,193.0,4.31,15.0,37.0,123.0,6.92,4.23
758,2019,Johnathan Joseph,HOU,35,LCB,1,13,0.0,0,2006,CB,South Carolina,71,193.0,4.31,15.0,37.0,123.0,6.92,4.23
759,2020,Johnathan Joseph,2TM,36,DB/LCB,1,6,0.0,0,2006,CB,South Carolina,71,193.0,4.31,15.0,37.0,123.0,6.92,4.23
760,2016,Captain Munnerlyn,MIN,28,DB,0,3,0.0,0,2009,CB,South Carolina,68,182.0,4.41,19.0,37.5,121.0,7.15,4.2
761,2017,Captain Munnerlyn,CAR,29,DB,0,4,2.0,5,2009,CB,South Carolina,68,182.0,4.41,19.0,37.5,121.0,7.15,4.2
762,2018,Captain Munnerlyn,CAR,30,DB,1,9,2.0,2,2009,CB,South Carolina,68,182.0,4.41,19.0,37.5,121.0,7.15,4.2
763,2016,Brian Orakpo,TEN,30,ROLB,0,4,10.5,19,2009,DE,Texas,75,263.0,4.63,31.0,39.5,114.0,7.0,4.0
764,2017,Brian Orakpo,TEN,31,ROLB,0,2,7.0,18,2009,DE,Texas,75,263.0,4.63,31.0,39.5,114.0,7.0,4.0
765,2018,Brian Orakpo,TEN,32,ROLB,0,3,1.5,7,2009,DE,Texas,75,263.0,4.63,31.0,39.5,114.0,7.0,4.0
766,2016,Sheldon Richardson,NYJ,26,LOLB,0,2,1.5,9,2013,DT,Missouri,74,294.0,5.02,30.0,32.0,116.0,7.0,4.0
767,2017,Sheldon Richardson,SEA,27,RDT,1,1,1.0,7,2013,DT,Missouri,74,294.0,5.02,30.0,32.0,116.0,7.0,4.0
768,2018,Sheldon Richardson,MIN,28,LDT,0,0,4.5,16,2013,DT,Missouri,74,294.0,5.02,30.0,32.0,116.0,7.0,4.0
769,2019,Sheldon Richardson,CLE,29,RDT,0,4,3.0,6,2013,DT,Missouri,74,294.0,5.02,30.0,32.0,116.0,7.0,4.0
770,2020,Sheldon Richardson,CLE,30,LDT,0,3,4.5,10,2013,DT,Missouri,74,294.0,5.02,30.0,32.0,116.0,7.0,4.0
771,2021,Sheldon Richardson,MIN,31,RDT/RDE,0,4,2.5,13,2013,DT,Missouri,74,294.0,5.02,30.0,32.0,116.0,7.0,4.0
772,2016,Perry Riley,OAK,28,MLB,0,1,0.0,0,2010,OLB,LSU,73,239.0,4.69,20.0,35.5,119.0,6.97,4.25
773,2016,Josh Shaw,CIN,24,DB,1,3,0.0,0,2015,CB,USC,72,201.0,4.44,26.0,37.5,130.0,7.01,4.12
774,2016,Josh Shaw,CIN,24,DB,1,3,0.0,0,2002,DT,Michigan State,75,279.0,5.08,22.0,,114.0,7.0,4.0
775,2017,Josh Shaw,CIN,25,DB,0,3,0.0,0,2015,CB,USC,72,201.0,4.44,26.0,37.5,130.0,7.01,4.12
776,2017,Josh Shaw,CIN,25,DB,0,3,0.0,0,2002,DT,Michigan State,75,279.0,5.08,22.0,,114.0,7.0,4.0
777,2018,Josh Shaw,2TM,26,DB,0,0,0.0,0,2015,CB,USC,72,201.0,4.44,26.0,37.5,130.0,7.01,4.12
778,2018,Josh Shaw,2TM,26,DB,0,0,0.0,0,2002,DT,Michigan State,75,279.0,5.08,22.0,,114.0,7.0,4.0
779,2016,Richard Sherman,SEA,28,LCB,4,13,0.0,0,2011,CB,Stanford,75,195.0,4.54,16.0,38.0,125.0,6.82,4.33
780,2017,Richard Sherman,SEA,29,LCB,2,7,0.0,0,2011,CB,Stanford,75,195.0,4.54,16.0,38.0,125.0,6.82,4.33
781,2018,Richard Sherman,SFO,30,LCB,0,4,1.0,1,2011,CB,Stanford,75,195.0,4.54,16.0,38.0,125.0,6.82,4.33
782,2019,Richard Sherman,SFO,31,LCB,3,11,0.0,0,2011,CB,Stanford,75,195.0,4.54,16.0,38.0,125.0,6.82,4.33
783,2020,Richard Sherman,SFO,32,LCB,1,1,0.0,0,2011,CB,Stanford,75,195.0,4.54,16.0,38.0,125.0,6.82,4.33
784,2021,Richard Sherman,TAM,33,DB,1,1,0.0,0,2011,CB,Stanford,75,195.0,4.54,16.0,38.0,125.0,6.82,4.33
785,2016,Derek Wolfe,DEN,26,LDE,0,4,5.5,19,2012,DT,Cincinnati,77,295.0,4.93,33.0,33.5,108.0,7.26,4.44
786,2017,Derek Wolfe,DEN,27,LDE,0,0,2.0,6,2012,DT,Cincinnati,77,295.0,4.93,33.0,33.5,108.0,7.26,4.44
787,2018,Derek Wolfe,DEN,28,LDE,1,6,1.5,6,2012,DT,Cincinnati,77,295.0,4.93,33.0,33.5,108.0,7.26,4.44
788,2019,Derek Wolfe,DEN,29,RDE,0,1,7.0,12,2012,DT,Cincinnati,77,295.0,4.93,33.0,33.5,108.0,7.26,4.44
789,2020,Derek Wolfe,BAL,30,RDE,0,2,1.0,4,2012,DT,Cincinnati,77,295.0,4.93,33.0,33.5,108.0,7.26,4.44
790,2016,Anthony Barr,MIN,24,RLB,0,4,2.0,8,2014,OLB,UCLA,77,255.0,4.66,15.0,34.5,119.0,6.82,4.19
791,2017,Anthony Barr,MIN,25,RLB,0,6,1.0,4,2014,OLB,UCLA,77,255.0,4.66,15.0,34.5,119.0,6.82,4.19
792,2018,Anthony Barr,MIN,26,RLB,0,2,3.0,4,2014,OLB,UCLA,77,255.0,4.66,15.0,34.5,119.0,6.82,4.19
793,2019,Anthony Barr,MIN,27,RLB,1,4,1.5,7,2014,OLB,UCLA,77,255.0,4.66,15.0,34.5,119.0,6.82,4.19
794,2020,Anthony Barr,MIN,28,LB,0,0,0.0,0,2014,OLB,UCLA,77,255.0,4.66,15.0,34.5,119.0,6.82,4.19
795,2021,Anthony Barr,MIN,29,LLB,3,5,2.5,6,2014,OLB,UCLA,77,255.0,4.66,15.0,34.5,119.0,6.82,4.19
796,2022,Anthony Barr,DAL,30,LB,0,1,1.0,4,2014,OLB,UCLA,77,255.0,4.66,15.0,34.5,119.0,6.82,4.19
797,2016,Justin Bethel,ARI,26,DB,1,6,0.0,0,2012,S,Presbyterian,72,200.0,4.52,19.0,39.5,131.0,6.79,4.3
798,2017,Justin Bethel,ARI,27,RCB,1,4,0.0,0,2012,S,Presbyterian,72,200.0,4.52,19.0,39.5,131.0,6.79,4.3
799,2018,Justin Bethel,ATL,28,DB,0,0,0.0,0,2012,S,Presbyterian,72,200.0,4.52,19.0,39.5,131.0,6.79,4.3
800,2019,Justin Bethel,2TM,29,DB,0,0,0.0,0,2012,S,Presbyterian,72,200.0,4.52,19.0,39.5,131.0,6.79,4.3
801,2020,Justin Bethel,NWE,30,DB,0,0,0.0,0,2012,S,Presbyterian,72,200.0,4.52,19.0,39.5,131.0,6.79,4.3
802,2021,Justin Bethel,NWE,31,DB,0,1,0.0,0,2012,S,Presbyterian,72,200.0,4.52,19.0,39.5,131.0,6.79,4.3
803,2022,Justin Bethel,MIA,32,CB,1,4,0.0,0,2012,S,Presbyterian,72,200.0,4.52,19.0,39.5,131.0,6.79,4.3
804,2016,Perrish Cox,TEN,29,LCB,3,11,0.0,0,2010,CB,Oklahoma State,71,195.0,4.58,12.0,32.5,113.0,7.0,4.0
805,2016,William Gholston,TAM,25,RDE,0,0,3.0,7,2013,DE,Michigan State,78,281.0,4.96,23.0,28.5,110.0,7.2,4.59
806,2017,William Gholston,TAM,26,RDE,0,0,0.0,1,2013,DE,Michigan State,78,281.0,4.96,23.0,28.5,110.0,7.2,4.59
807,2018,William Gholston,TAM,27,DE,0,0,1.0,7,2013,DE,Michigan State,78,281.0,4.96,23.0,28.5,110.0,7.2,4.59
808,2019,William Gholston,TAM,28,RDE,0,2,1.0,7,2013,DE,Michigan State,78,281.0,4.96,23.0,28.5,110.0,7.2,4.59
809,2020,William Gholston,TAM,29,RDE,0,2,3.0,20,2013,DE,Michigan State,78,281.0,4.96,23.0,28.5,110.0,7.2,4.59
810,2021,William Gholston,TAM,30,RDE,0,0,4.5,11,2013,DE,Michigan State,78,281.0,4.96,23.0,28.5,110.0,7.2,4.59
811,2022,William Gholston,TAM,31,DL,0,0,0.0,5,2013,DE,Michigan State,78,281.0,4.96,23.0,28.5,110.0,7.2,4.59
812,2016,Joe Haden,CLE,27,LCB,3,11,0.0,0,2010,CB,Florida,71,193.0,4.52,18.0,35.0,125.0,6.94,4.34
813,2017,Joe Haden,PIT,28,LCB,1,7,1.0,5,2010,CB,Florida,71,193.0,4.52,18.0,35.0,125.0,6.94,4.34
814,2018,Joe Haden,PIT,29,LCB,2,12,0.0,0,2010,CB,Florida,71,193.0,4.52,18.0,35.0,125.0,6.94,4.34
815,2019,Joe Haden,PIT,30,LCB,5,17,0.0,0,2010,CB,Florida,71,193.0,4.52,18.0,35.0,125.0,6.94,4.34
816,2020,Joe Haden,PIT,31,LCB,2,12,0.0,0,2010,CB,Florida,71,193.0,4.52,18.0,35.0,125.0,6.94,4.34
817,2021,Joe Haden,PIT,32,LCB,0,6,0.0,0,2010,CB,Florida,71,193.0,4.52,18.0,35.0,125.0,6.94,4.34
818,2016,Linval Joseph,MIN,28,RDT,0,0,4.0,17,2010,DT,East Carolina,76,328.0,5.09,39.0,30.0,100.0,8.12,4.71
819,2017,Linval Joseph,MIN,29,RDT,0,0,3.5,10,2010,DT,East Carolina,76,328.0,5.09,39.0,30.0,100.0,8.12,4.71
820,2018,Linval Joseph,MIN,30,RDT,0,0,1.0,4,2010,DT,East Carolina,76,328.0,5.09,39.0,30.0,100.0,8.12,4.71
821,2019,Linval Joseph,MIN,31,LDT,0,0,3.0,6,2010,DT,East Carolina,76,328.0,5.09,39.0,30.0,100.0,8.12,4.71
822,2020,Linval Joseph,LAC,32,RDT,0,0,0.0,2,2010,DT,East Carolina,76,328.0,5.09,39.0,30.0,100.0,8.12,4.71
823,2021,Linval Joseph,LAC,33,NT,0,0,1.0,2,2010,DT,East Carolina,76,328.0,5.09,39.0,30.0,100.0,8.12,4.71
824,2022,Linval Joseph,PHI,34,DT,0,0,0.5,1,2010,DT,East Carolina,76,328.0,5.09,39.0,30.0,100.0,8.12,4.71
825,2016,Sean Spence,TEN,26,LILB,0,3,3.0,5,2012,OLB,Miami (FL),71,231.0,4.66,12.0,33.5,119.0,7.46,4.28
826,2017,Sean Spence,2TM,27,LB,0,0,1.0,2,2012,OLB,Miami (FL),71,231.0,4.66,12.0,33.5,119.0,7.46,4.28
827,2016,J.J. Wilcox,DAL,25,DB,1,6,0.0,0,2013,S,Georgia Southern,72,213.0,4.57,17.0,35.0,124.0,7.02,4.09
828,2017,J.J. Wilcox,PIT,26,DB,1,1,0.0,3,2013,S,Georgia Southern,72,213.0,4.57,17.0,35.0,124.0,7.02,4.09
829,2018,J.J. Wilcox,2TM,27,DB,0,0,0.0,0,2013,S,Georgia Southern,72,213.0,4.57,17.0,35.0,124.0,7.02,4.09
830,2016,Aaron Donald,LAR,25,LDT,0,5,8.0,31,2014,DT,Pittsburgh,73,285.0,4.68,35.0,32.0,116.0,7.11,4.39
831,2017,Aaron Donald,LAR,26,RDE,0,1,11.0,27,2014,DT,Pittsburgh,73,285.0,4.68,35.0,32.0,116.0,7.11,4.39
832,2018,Aaron Donald,LAR,27,RDT,0,1,20.5,41,2014,DT,Pittsburgh,73,285.0,4.68,35.0,32.0,116.0,7.11,4.39
833,2019,Aaron Donald,LAR,28,RDE,0,2,12.5,24,2014,DT,Pittsburgh,73,285.0,4.68,35.0,32.0,116.0,7.11,4.39
834,2020,Aaron Donald,LAR,29,DT,0,1,13.5,28,2014,DT,Pittsburgh,73,285.0,4.68,35.0,32.0,116.0,7.11,4.39
835,2021,Aaron Donald,LAR,30,LDT,0,4,12.5,25,2014,DT,Pittsburgh,73,285.0,4.68,35.0,32.0,116.0,7.11,4.39
836,2022,Aaron Donald,LAR,31,DT,0,2,5.0,11,2014,DT,Pittsburgh,73,285.0,4.68,35.0,32.0,116.0,7.11,4.39
837,2016,Kyle Emanuel,SDG,25,ROLB,0,1,0.5,4,2015,OLB,North Dakota State,75,255.0,4.77,27.0,34.0,120.0,7.1,4.25
838,2017,Kyle Emanuel,LAC,26,LLB,1,3,1.5,2,2015,OLB,North Dakota State,75,255.0,4.77,27.0,34.0,120.0,7.1,4.25
839,2018,Kyle Emanuel,LAC,27,RLB,0,0,1.0,2,2015,OLB,North Dakota State,75,255.0,4.77,27.0,34.0,120.0,7.1,4.25
840,2020,Kyle Emanuel,2TM,29,DE,0,0,0.0,0,2015,OLB,North Dakota State,75,255.0,4.77,27.0,34.0,120.0,7.1,4.25
