,player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
151,00-0033357,2022,REG,13,19,240.0,2,0.0,2.0,14.0,0,0,254.0,102.0,11.0,12.586181564557638,0,11.859016636957813,0.0,96,575.0,7,1.0,0.0,34.0,18.03726384386477,0,9,13,77.0,2,0.0,0.0,75.0,37.0,5.0,2.5954024618511946,0,5.158585858585859,0.44969490453186106,0.36839631152956814,0.9324197748684893,0.0,136.8,145.8,16,0.027600849256900213,0.01849112426035503,0.023809523809523808,0.056194173293634346,0.021294247787610618,0.08695652173913043,0.029940119760479042,0.03684210526315789,0.054125384763370525,0.03442670257791458,0.16348195329087048,0.11452900144535916
152,00-0033367,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,6.0,0,0.0,0.0,6.0,0.0,0.0,0.20860908593749627,0,1.0,0.04,0.036585365853658534,0.08560975609756097,0.0,0.6000000000000001,1.6,1,0.038461538461538464,0.036585365853658534,0.0,0.08696060037523452,0.03821656050955414,0.0,0.0,0.0,0.01910828025477707,0.030573248407643312,0.23076923076923078,0.028228652081863093
153,00-0033376,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,16.0,0,0.0,0.0,5.0,-3.4692104411660694,0,11,13,74.0,0,0.0,0.0,2.0,72.0,1.0,-4.760953707753415,0,13.833333333333332,0.5081449760329071,-0.0006167336600133595,0.7617857504873512,0.0,9.0,20.0,12,0.03869047619047619,0.0007155635062611807,0.07555089192025184,0.05860816509072323,0.03275785745905268,0.0,0.00980392156862745,0.008620689655172414,0.01637892872952634,0.026206285967242143,0.22023809523809523,0.021923574419573367
154,00-0033386,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,5,54.0,0,0.0,0.0,78.0,8.0,2.0,-4.383588089811383,0,2.333333333333333,0.33418114143920596,0.6744419565608605,0.9733810817514112,0.0,5.4,8.4,4,0.06329113924050633,0.11126961483594865,0.031496062992125984,0.1839524007295184,0.10131332082551595,0.0,0.08,0.07407407407407407,0.05065666041275797,0.08105065666041276,0.6835443037974683,0.03647099687391456
155,00-0033439,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,12,20,117.0,0,0.0,0.0,128.0,83.0,6.0,-2.4887456162299766,0,5.159851551956815,0.5836926391954855,0.40623356748216577,1.1599024560307443,0.0,11.700000000000001,23.7,7,0.08,0.061010486177311724,0.11789772727272728,0.16880838894184938,0.07335423197492164,0.0,0.08108108108108109,0.07317073170731707,0.03667711598746082,0.05868338557993731,0.468,0.04603729603729604
156,00-0033455,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,13,100.0,0,0.0,0.0,97.0,20.0,5.0,2.5137516588961253,0,7.872465254044202,0.4912098017997848,0.39428389780931206,1.0128134311661956,0.0,10.0,19.0,8,0.06018518518518518,0.045305931807566556,0.03389830508474576,0.126522523223831,0.06798096532970768,0.0,0.07042253521126761,0.06493506493506493,0.03399048266485384,0.054384772263766146,0.46296296296296297,0.03348961821835231
157,00-0033466,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9,55.0,1,0.0,0.0,3.0,2.8509958514478058,0,42,65,423.0,4,0.0,0.0,564.0,128.0,27.0,11.355487141730395,0,14.262151028400028,1.8112420101301994,1.7621081950869115,3.950338751756137,0.0,77.8,119.80000000000001,15,0.120817843866171,0.11689119170984456,0.0920863309352518,0.27473971916713213,0.10961388960870692,0.12903225806451613,0.13705583756345177,0.13596491228070176,0.11932307383661153,0.11349756329986876,0.7862453531598513,0.08236733908117103
158,00-0033526,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,95,394.0,2,0.0,0.0,19.0,-2.9791898886725736,0,38,51,287.0,4,0.0,0.0,12.0,321.0,11.0,6.449811524648913,0,-22.921182983682982,1.404584977838606,-0.08033468481521014,2.0506431873872617,0.0,104.10000000000001,142.1,16,0.08360655737704918,0.002890173410404624,0.147926267281106,0.12772197479389746,0.06349557522123894,0.11428571428571428,0.049773755656108594,0.05859375,0.0888906447534766,0.07365360303413401,0.4704918032786885,0.08795493934142114
159,00-0033536,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,63,93,895.0,4,0.0,0.0,1116.0,319.0,39.0,31.584319500410423,0,11.495787947840778,2.3977374316900346,4.481908408798779,6.7339420336941975,0.0,113.5,176.5,13,0.17318435754189945,0.3181299885974915,0.16054353296426774,0.5142805271908424,0.23924084469393211,0.2,0.22285714285714286,0.2205128205128205,0.21962042234696605,0.23139267575514572,1.6666666666666667,0.13797254619930582
160,00-0033537,2022,REG,99,170,1102.0,7,5.0,20.0,106.0,0,0,1213.0,544.0,53.0,-23.890652044285634,0,6.063681901150852,0.15872451505754173,36,175.0,1,1.0,0.0,10.0,6.220824425690807,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,85.58,85.58,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126316835619161
161,00-0033550,2022,REG,23,40,168.0,1,0.0,0.0,0.0,0,0,204.0,76.0,11.0,-1.5163255358413763,0,0.8235294117647058,0.04862511195590479,6,41.0,1,0.0,0.0,2.0,6.875743090349715,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.82,20.82,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2760540970564837
162,00-0033553,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,183,782.0,7,3.0,1.0,48.0,-2.4749081489712434,0,46,58,300.0,1,0.0,0.0,-47.0,376.0,13.0,-6.053288363213287,0,-28.490309106098582,1.5161727000361789,-0.19919015625814268,2.134825940673568,0.0,154.2,200.2,13,0.11005692599620494,-0.013121161362367392,0.24769433465085638,0.1545884599044135,0.09983361064891846,0.08333333333333333,0.08843537414965986,0.0880503144654088,0.0915834719911259,0.09653355518580144,0.5692599620493358,0.18623255813953488
