season,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits
2017,Kasim Edebali,2TM,28,DE,0,0,0,1
2017,Lavar Edwards,CLE,27,DE,0,0,0,0
2017,Obum Gwacham,NYJ,26,DE,0,0,0,0
2017,Ben Heeney,HOU,25,LB,0,0,0,0
2017,Anthony Johnson,IND,24,DT,0,0,0,0
2017,Jaleel Johnson,MIN,23,DT,0,0,0,0
2017,Al-Quadin Muhammad,NOR,22,DE,0,0,0,0
2017,Jalen Myrick,JAX,22,DB,0,1,0,0
2017,David Parry,NOR,25,NT,0,0,0,0
2017,Jay Prosch,HOU,25,FB,0,0,0,0
2017,Kalan Reed,TEN,24,DB,0,1,0,0
2017,Fish Smithson,WAS,23,DB,0,0,0,0
2017,Ed Stinson,NYJ,27,DE,0,0,0,0
2017,Devin Taylor,NYG,28,DE,0,0,0,0
2017,Ross Travis,2TM,24,LB,0,0,0,0
2017,Brandon Williams,ARI,25,DB,0,0,0,0
2018,Shaquille Leonard,IND,23,LLB,2,8,7,8
2018,Leighton Vander Esch,DAL,22,RLB,2,7,0,1
2018,Antoine Bethea,ARI,34,FS,0,4,3,6
2018,Telvin Smith,JAX,27,LLB,2,2,1,3
2018,Lavonte David,TAM,28,RLB,0,2,3.5,7
2018,Luke Kuechly,CAR,27,MLB,1,6,2,5
2018,Blake Martinez,GNB,24,LILB,0,3,5,6
2018,Cory Littleton,LAR,25,LILB,3,13,4,4
2018,Roquan Smith,CHI,21,RILB,1,5,5,5
2018,Tahir Whitehead,OAK,28,RLB,1,5,0,1
2018,Jamal Adams,NYJ,23,SS,1,12,3.5,8
2018,Fred Warner,SFO,22,MLB,0,6,0,2
2018,Bobby Wagner,SEA,28,MLB,1,11,1,8
2018,John Johnson,LAR,23,SS,4,11,0,2
2018,Jaylon Smith,DAL,23,MLB,0,4,4,6
2018,Mason Foster,WAS,29,RILB,2,4,1,1
2018,Anthony Hitchens,KAN,26,LILB,0,0,0,2
2018,Shawn Williams,CIN,27,SS,5,9,1,2
2018,Ha Ha Clinton-Dix,2TM,26,SS,3,6,1,2
2018,Todd Davis,DEN,26,LILB,1,7,0.5,5
2018,Tremaine Edmunds,BUF,20,MLB,2,12,2,7
2018,Avery Williamson,NYJ,26,RILB,1,6,3,4
2018,Kiko Alonso,MIA,28,LLB,3,6,0,3
2018,Malcolm Jenkins,PHI,31,FS,1,8,1,1
2018,Budda Baker,ARI,22,SS,0,1,2,3
2018,Danny Trevathan,CHI,28,LILB,2,6,2,4
2018,Myles Jack,JAX,23,MLB,1,1,2.5,4
2018,Derwin James,LAC,22,FS,3,13,3.5,6
2018,Demario Davis,NOR,29,LLB,0,4,5,11
2018,Jessie Bates III,CIN,21,FS,3,7,0,0
2018,Jamie Collins,CLE,29,RLB,1,4,4,7
2018,Zach Cunningham,HOU,24,RILB,1,5,0,2
2018,Jarrad Davis,DET,24,MLB,0,5,6,10
2018,Jordan Poyer,BUF,27,FS,4,6,2,3
2018,Damarious Randall,CLE,26,SS,4,9,0,0
2018,Justin Simmons,DEN,25,FS,3,4,0,0
2018,Kareem Jackson,HOU,30,RCB,2,17,1,1
2018,Tyrann Mathieu,HOU,26,SS,2,8,3,4
2018,C.J. Mosley,BAL,26,LILB,1,5,0.5,2
2018,Justin Reid,HOU,21,FS,3,10,0,1
2018,Zach Brown,WAS,29,LILB,0,1,1,2
2018,Raekwon McMillan,MIA,23,MLB,0,1,0,0
2018,Anthony Walker,IND,23,MLB,1,4,1,2
2018,Wesley Woodyard,TEN,32,LILB,0,2,4.5,7
2018,Nigel Bradham,PHI,29,RLB,0,4,2,4
2018,Landon Collins,NYG,24,SS,0,4,0,2
2018,Adoree' Jackson,TEN,23,RCB,2,10,0,0
2018,Harrison Smith,MIN,29,FS,3,6,3,5
2018,Tre Boston,ARI,26,DB,3,9,0,3
2018,Bradley McDougald,SEA,28,SS,3,9,0,0
2018,Adrian Phillips,LAC,26,DB,1,9,0,1
2018,Jayon Brown,TEN,23,RILB,1,6,6,10
2018,Quandre Diggs,DET,25,SS,3,8,0,1
2018,Kendall Fuller,KAN,23,LCB,2,12,0,0
2018,Ron Parker,KAN,31,FS,2,5,1,1
2018,Vonn Bell,NOR,24,SS,0,3,1,3
2018,De'Vondre Campbell,ATL,25,MLB,0,0,1.5,3
2018,Jeff Heath,DAL,27,SS,1,5,0,0
2018,Donte Jackson,CAR,23,RCB,4,9,1,1
2018,Eric Kendricks,MIN,26,MLB,2,7,1,1
2018,T.J. McDonald,MIA,27,FS,3,5,0,0
2018,Benardrick McKinney,HOU,26,LILB,1,7,1.5,5
2018,Kenny Moore,IND,23,LCB,3,11,1.5,2
2018,Curtis Riley,NYG,26,FS,4,5,0,1
2018,Eli Apple,2TM,23,LCB,2,14,0,0
2018,Kevin Byard,TEN,25,FS,4,8,2,5
2018,Jalen Ramsey,JAX,24,LCB,3,13,0,0
2018,Nick Vigil,CIN,25,LLB,0,3,0,1
2018,Jaire Alexander,GNB,21,LCB,1,11,0.5,1
2018,Jatavis Brown,LAC,24,LLB,0,5,1,1
2018,Clayton Geathers,IND,26,SS,0,3,0,2
2018,Jordan Hicks,PHI,26,MLB,0,5,3,6
2018,Jordan Whitehead,TAM,21,SS,0,4,0,0
2018,Malcolm Butler,TEN,28,DB,3,12,1,1
2018,Pierre Desir,IND,28,RCB,1,8,0,0
2018,Damontae Kazee,ATL,25,SS,7,10,0,0
2018,Adrian Amos,CHI,25,FS,2,9,1,1
2018,Sean Davis,PIT,25,FS,1,7,0,1
2018,Jackrabbit Jenkins,NYG,30,RCB,2,15,0,0
2018,Devin McCourty,NWE,31,FS,1,4,0,0
2018,James Bradberry,CAR,25,LCB,1,15,1,1
2018,T.J. Carrie,CLE,28,RCB,1,8,1,1
2018,Lamarcus Joyner,LAR,28,FS,1,3,1,1
2018,Steven Nelson,KAN,25,RCB,4,15,0,0
2018,Alec Ogletree,NYG,27,RILB,5,8,1,4
2018,Glover Quin,DET,32,FS,0,3,1,2
2018,Prince Amukamara,CHI,29,RCB,3,12,0,0
2018,Chidobe Awuzie,DAL,23,LCB/RCB,1,11,0,0
2018,Jerome Baker,MIA,22,RLB,1,3,3,4
2018,Reshad Jones,MIA,30,SS,3,9,0,1
2018,Joe Schobert,CLE,25,MLB,1,6,3,6
2018,Byron Jones,DAL,26,RCB/LCB,0,14,0,0
2018,Foyesade Oluokun,ATL,23,MLB,0,1,0,2
2018,Lorenzo Alexander,BUF,35,LLB,2,9,6.5,10
2018,Terrell Edmunds,PIT,21,SS,1,4,1,3
2018,Tre Flowers,SEA,23,RCB,0,6,0,0
2018,Shaquill Griffin,SEA,23,LCB,2,8,0,0
2018,Desmond Trufant,ATL,28,RCB,0,12,1,1
2018,Kyle Van Noy,NWE,27,MLB,1,2,3.5,10
2018,Darqueze Dennard,CIN,27,DB,0,6,0,0
2018,Elijah Lee,SFO,22,RLB,0,2,1,1
2018,Jason McCourty,NWE,31,LCB,1,10,0,0
2018,Logan Ryan,TEN,27,LCB,0,8,4,5
2018,Eric Weddle,BAL,33,FS,0,3,1,4
2018,Calais Campbell,JAX,32,RDE,0,2,10.5,22
2018,Tony Jefferson,BAL,26,SS,1,6,1,2
2018,Brian Poole,ATL,26,RLB,3,6,3,5
2018,Haason Reddick,ARI,24,LLB,0,5,4,6
2018,Jahleel Addae,LAC,28,SS,1,3,1,1
2018,Josh Bynes,ARI,29,MLB,0,5,2,3
2018,Patrick Chung,NWE,31,SS,1,3,0.5,2
2018,Damon Harrison,2TM,30,NT/RDT,0,1,3.5,8
2018,Rashaan Melvin,OAK,29,LCB,1,9,0,0
2018,Matt Milano,BUF,24,RLB,3,7,1,3
2018,Jabrill Peppers,CLE,23,FS,1,5,1,4
2018,Buster Skrine,NYJ,29,DB,0,8,0.5,2
2018,B.W. Webb,NYG,28,LCB,1,6,1,2
2018,Minkah Fitzpatrick,MIA,22,SS,2,9,0,0
2018,Joe Haden,PIT,29,LCB,2,12,0,0
2018,Danielle Hunter,MIN,24,LDE,0,0,14.5,19
2018,Shaq Thompson,CAR,24,LLB,0,1,3.5,6
2018,Bobby McCain,MIA,25,RCB,1,5,2,2
2018,Eric Reid,CAR,27,SS,1,5,1,1
2018,T.J. Watt,PIT,24,LOLB,0,3,13,21
2018,Vince Williams,PIT,29,RILB,1,2,4.5,10
2018,Johnathan Joseph,HOU,34,LCB,2,13,0,0
2018,Marshon Lattimore,NOR,22,RCB,2,12,0,0
2018,Marcus Williams,NOR,22,FS,2,3,1,0
2018,Rasul Douglas,PHI,24,LCB,3,4,0,0
2018,Christian Jones,DET,27,RLB,0,3,1,4
2018,Jason Pierre-Paul,TAM,29,RDE,0,2,12.5,20
2018,Mike Adams,CAR,37,FS,3,6,0,1
2018,Desmond King,LAC,24,DB,3,10,0,2
2018,J.J. Watt,HOU,29,LDE,0,4,16,25
2018,Jonathan Bostic,PIT,27,LILB,0,3,2.5,4
2018,A.J. Bouye,JAX,27,RCB,1,8,0,0
2018,Thomas Davis,CAR,35,RLB,0,6,0,2
2018,Reggie Ragland,KAN,25,RILB,1,1,0.5,1
2018,Darian Stewart,DEN,30,SS,2,3,1,2
2018,Alex Anzalone,NOR,24,MLB,1,2,2,6
2018,Kyle Fuller,CHI,26,LCB,7,21,0,0
2018,Patrick Peterson,ARI,28,LCB,2,5,1,1
2018,Bradley Roby,DEN,26,LCB,1,12,0,0
2018,Briean Boddy-Calhoun,CLE,25,DB,0,2,0,3
2018,DeForest Buckner,SFO,24,RDT,0,3,12,20
2018,Morris Claiborne,NYJ,28,RCB,2,14,0,0
2018,Tashaun Gipson,JAX,28,FS,1,7,0,1
2018,B.J. Goodson,NYG,25,LILB,2,4,0.5,3
2018,Mike Hilton,PIT,24,DB,1,8,1,5
2018,Jonathan Jones,NWE,25,DB,3,7,1.5,3
2018,Tre'Davious White,BUF,23,LCB,2,8,0,0
2018,P.J. Williams,NOR,25,MLB,1,9,1,2
2018,Robert Alford,ATL,30,LCB,0,11,0,0
2018,Mark Barron,LAR,29,RILB,0,1,1,1
2018,Justin Evans,TAM,23,FS,1,2,0,0
2018,Corey Graham,PHI,33,SS,1,5,0,0
2018,Nevin Lawson,DET,27,RCB,0,5,1,1
2018,Darron Lee,NYJ,24,LILB,3,5,0,2
2018,Eric Murray,KAN,24,SS,1,2,0,1
2018,Dee Ford,KAN,27,LOLB,0,0,13,29
2018,Brent Grimes,TAM,35,RCB,0,6,0,0
2018,A.J. Klein,NOR,27,RLB,1,3,2,4
2018,DeMarcus Lawrence,DAL,26,LDE,1,1,10.5,23
2018,D.J. Swearinger,WAS,27,FS,4,10,1,1
2018,Bene Benwikere,2TM,27,DB/RCB,1,4,0.5,1
2018,Bradley Chubb,DEN,22,LOLB,0,1,12,21
2018,Justin Coleman,SEA,25,DB,1,10,0.5,1
2018,Aaron Donald,LAR,27,RDT,0,1,20.5,41
2018,Casey Hayward,LAC,29,RCB,0,8,0,0
2018,Akiem Hicks,CHI,29,LDE,0,5,7.5,16
2018,Micah Hyde,BUF,28,SS,2,5,0,0
2018,Eddie Jackson,CHI,25,SS,6,15,1,1
2018,Xavier Rhodes,MIN,28,RCB,1,7,0,0
2018,Darryl Roberts,NYJ,28,LCB/FS,1,7,0,0
2018,Adarius Taylor,TAM,28,MLB,1,5,1,1
2018,Michael Thomas,NYG,28,SS,2,6,1,1
2018,Tedric Thompson,SEA,23,FS,1,3,0,0
2018,Kenny Vaccaro,TEN,27,SS,1,4,2,4
2018,Denzel Ward,CLE,21,LCB,3,11,0,0
2018,Kentrell Brice,GNB,24,FS,0,2,1,0
2018,Michael Davis,LAC,23,LCB,0,8,0,0
2018,Jordan Evans,CIN,23,RLB,1,3,1.5,2
2018,Marcus Gilchrist,OAK,30,SS,3,6,0,0
2018,Stephon Gilmore,NWE,28,RCB,2,20,1,1
2018,Chris Harris Jr.,DEN,29,RCB,3,10,1,1
2018,Isaiah Johnson,TAM,26,DB,1,2,0,0
2018,Josh Jones,GNB,24,FS,0,2,1,1
2018,Josh Norman,WAS,31,RCB,3,9,0,0
2018,Coty Sensabaugh,PIT,30,RCB,0,6,0,0
2018,Darius Slay,DET,27,LCB,3,17,0,0
2018,K'Waun Williams,SFO,27,DB,0,2,0,0
2018,Tramon Williams,GNB,35,SS/LCB,0,2,0,0
2018,Kenny Young,BAL,24,LB,0,1,2.5,7
2018,Anthony Barr,MIN,26,RLB,0,2,3,4
2018,Bryce Callahan,CHI,27,DB,2,6,2,5
2018,Brandon Carr,BAL,32,LCB,2,11,0,1
2018,Ronald Darby,PHI,24,RCB,1,12,0,0
2018,D.J. Hayden,JAX,28,DB,1,4,1,2
2018,Josh Jackson,GNB,22,RCB/DB,0,10,0,0
2018,Xavier Woods,DAL,23,FS,2,9,0,0
2018,Anthony Brown,DAL,25,DB,1,8,2,3
2018,Jadeveon Clowney,HOU,25,ROLB,0,1,9,21
2018,L.J. Fort,PIT,28,LB,0,0,1,3
2018,Josey Jewell,DEN,24,RILB,0,3,0,0
2018,Chandler Jones,ARI,28,RDE,0,4,13,18
2018,Captain Munnerlyn,CAR,30,DB,1,9,2,2
2018,Hardy Nickerson,CIN,24,MLB,0,1,0,0
2018,Orlando Scandrick,KAN,31,LCB,1,13,0,0
2018,Khalil Mack,CHI,27,LOLB,1,4,12.5,18
2018,Barkevious Mingo,SEA,28,LLB,0,1,1,2
2018,Fabian Moreau,WAS,24,LCB,1,5,0,0
2018,Patrick Onwuasor,BAL,26,RILB,1,3,5.5,12
2018,Duke Riley,ATL,24,LLB,0,2,0,1
2018,Jabaal Sheard,IND,29,LDE/RDE,0,4,5.5,13
2018,Mackensie Alexander,MIN,25,DB,0,10,4,5
2018,Jurrell Casey,TEN,29,RDE/NT,0,0,7,11
2018,Kenny Clark,GNB,23,NT,0,3,6,9
2018,Carlton Davis,TAM,22,LCB,0,4,0,0
2018,Erik Harris,OAK,28,DB,2,7,0,1
2018,Linval Joseph,MIN,30,RDT,0,0,1,4
2018,Marquel Lee,OAK,23,MLB,0,3,0,3
2018,Jalen Mills,PHI,24,LCB,0,9,0,0
2018,Ndamukong Suh,LAR,31,LDT,0,4,4.5,19
2018,Jonathan Allen,WAS,23,LDE,0,0,8,15
2018,Quinton Dunbar,WAS,26,LCB,2,9,0,0
2018,Myles Garrett,CLE,23,LDE,0,3,13.5,29
2018,Trumaine Johnson,NYJ,28,LCB,4,5,0,0
2018,Chris Jones,KAN,24,RDE,1,5,15.5,29
2018,Cameron Jordan,NOR,29,LDE,0,6,12,21
2018,Dre Kirkpatrick,CIN,29,LCB,0,9,0,0
2018,Daron Payne,WAS,21,NT,0,3,5,8
2018,Tavon Young,BAL,24,DB,1,5,2,2
2018,Kwon Alexander,TAM,24,MLB,0,2,1,2
2018,Antone Exum,SFO,27,FS,1,7,1,2
2018,Leonard Floyd,CHI,26,ROLB,1,4,4,11
2018,Anthony Harris,MIN,27,SS,3,6,0,1
2018,William Jackson III,CIN,26,RCB,0,13,0,0
2018,Taron Johnson,BUF,22,DB,1,3,1,1
2018,Deion Jones,ATL,24,LLB/MLB,2,6,1,0
2018,Karl Joseph,OAK,25,FS,1,2,2,2
2018,Terrance Mitchell,CLE,26,RCB,1,6,0,0
2018,Jarran Reed,SEA,26,LDT,0,0,10.5,24
2018,A'Shawn Robinson,DET,23,LDT,0,0,1,4
2018,Jimmy Smith,BAL,30,RCB,2,9,0,0
2018,Trae Waynes,MIN,26,LCB,1,8,0,0
2018,Arik Armstead,SFO,25,RDE,0,0,3,12
2018,Michael Brockers,LAR,28,LDE,0,0,1,4
2018,Frank Clark,SEA,25,RDE,1,2,13,27
2018,Fletcher Cox,PHI,28,RDT,0,1,10.5,34
2018,Rashaan Evans,TEN,23,RILB,0,1,0,1
2018,Kamu Grugier-Hill,PHI,24,LLB,1,2,1,1
2018,Derrick Kindred,CLE,25,DB,1,1,0,0
2018,Larry Ogunjobi,CLE,24,LDT,0,0,5.5,15
2018,Corey Peters,ARI,30,LDT,0,0,2.5,4
2018,Marcus Peters,LAR,25,LCB,3,8,0,1
2018,Austin Calitro,SEA,24,RLB,0,1,0.5,1
2018,Barry Church,JAX,30,SS,1,2,1,2
2018,Trey Flowers,NWE,25,LDE,0,2,7.5,20
2018,Rodney Gunter,ARI,26,RDT,0,1,4.5,9
2018,Javon Hargrave,PIT,25,NT,0,1,6.5,8
2018,Duron Harmon,NWE,27,DB,4,4,0,1
2018,B.J. Hill,NYG,23,LDE,0,2,5.5,8
2018,Jaquiski Tartt,SFO,26,SS,1,2,0,0
2018,Carlos Dunlap,CIN,29,LDE,0,8,8,21
2018,Phillip Gaines,2TM,27,DB/RCB,0,2,0,0
2018,Davon Godchaux,MIA,24,LDT,0,0,1,4
2018,Brandon Graham,PHI,30,RDE,0,2,4,11
2018,Marlon Humphrey,BAL,22,RCB,2,15,0,0
2018,Dean Lowry,GNB,24,LDE,0,3,3,5
2018,Benson Mayowa,ARI,27,DE,0,4,4,11
2018,Sharrod Neasman,ATL,27,DB,0,4,0,0
2018,Elandon Roberts,NWE,24,RLB,0,4,1,2
2018,Ryan Smith,TAM,25,LCB,1,6,0,0
2018,M.J. Stewart,TAM,23,DB,0,3,0,2
2018,Greg Stroman,WAS,22,DB,1,4,0,1
2018,Eric Wilson,MIN,24,LB,0,0,2,5
2018,Derek Wolfe,DEN,28,LDE,1,6,1.5,6
2018,Genard Avery,CLE,23,LLB,0,4,4.5,14
2018,Tony Brown,GNB,23,DB,0,5,0,0
2018,Deone Bucannon,ARI,26,DB,0,0,1,2
2018,Rafael Bush,BUF,31,DB,0,0,1.5,2
2018,Lorenzo Carter,NYG,23,LB,0,4,4,10
2018,Bud Dupree,PIT,25,ROLB,1,3,5.5,13
2018,Holton Hill,MIN,21,DB,1,7,0,0
2018,Malik Hooker,IND,22,FS,2,4,0,0
2018,Jerry Hughes,BUF,30,RDE,0,1,7,18
2018,Devon Kennard,DET,27,LLB,0,0,7,14
2018,Ryan Kerrigan,WAS,30,ROLB,0,1,13,19
2018,Marcus Maye,NYJ,25,FS,1,2,0.5,0
2018,Nicholas Morrow,OAK,23,LLB,0,3,1,3
2018,Denzel Perryman,LAC,26,MLB,1,2,0,1
2018,D.J. Reed,SFO,22,DB,0,0,1,1
2018,Richard Sherman,SFO,30,LCB,0,4,1,1
2018,Preston Smith,WAS,26,LOLB,1,3,4,16
2018,Tavon Wilson,DET,28,DB,0,0,1,1
2018,Ahkello Witherspoon,SFO,23,RCB,0,4,0,0
2018,Daryl Worley,OAK,23,LCB,1,7,0,0
2018,Andrew Adams,TAM,26,DB,4,9,0,1
2018,Kyler Fackrell,GNB,27,ROLB,0,0,10.5,12
2018,Ben Gedeon,MIN,24,LLB,0,2,0,0
2018,Grant Haley,NYG,22,LOLB,0,2,0,0
2018,Cameron Heyward,PIT,29,DT,0,3,8,18
2018,Troy Hill,LAR,27,RCB,2,5,0,0
2018,Matt Judon,BAL,26,ROLB,0,3,7,20
2018,Christian Kirksey,CLE,26,LLB,2,5,0,0
2018,Clay Matthews,GNB,32,LOLB,0,0,3.5,12
2018,Von Miller,DEN,29,ROLB,1,3,14.5,26
2018,Montae Nicholson,WAS,23,SS,0,1,0,0
2018,Kawann Short,CAR,29,LDT,0,1,3,7
2018,Denico Autry,IND,28,RDT,0,1,9,11
2018,Marqui Christian,LAR,24,DB,0,1,0,1
2018,Ken Crawley,NOR,25,LCB,0,6,0,0
2018,Justin Houston,KAN,29,ROLB,1,1,9,12
2018,Melvin Ingram,LAC,29,RDE,1,3,7,16
2018,Avonte Maddox,PHI,22,RCB/SS,2,4,0.5,1
2018,Romeo Okwara,DET,23,LDE,0,1,7.5,14
2018,Dalvin Tomlinson,NYG,24,RDE/NT,0,0,0,0
2018,Damien Wilson,DAL,25,LLB,0,0,1,2
2018,Allen Bailey,KAN,29,LDE,0,0,6,10
2018,Preston Brown,CIN,26,MLB,2,4,0,0
2018,Reggie Gilbert,GNB,25,DE,0,2,2.5,8
2018,Eddie Goldman,CHI,24,NT,0,0,3,3
2018,Sam Hubbard,CIN,23,DE,0,2,6,9
2018,Grady Jarrett,ATL,25,RDT,0,0,6,16
2018,Jayron Kearse,MIN,24,DB,0,2,0.5,1
2018,Cassius Marsh,SFO,26,DE,0,0,5.5,14
2018,Antonio Morrison,GNB,24,RILB,0,0,1,2
2018,Jordan Richards,ATL,25,FS,0,3,0,0
2018,Stephon Tuitt,PIT,25,RDE,0,4,5.5,20
2018,Leonard Williams,NYJ,24,LDE,0,2,5,20
2018,Tae Davis,NYG,22,LB,0,1,2,4
2018,Neville Hewitt,NYJ,25,LB,0,0,1.5,4
2018,Maurice Hurst Jr.,OAK,23,LDT,0,3,4,3
2018,Sheldon Rankins,NOR,24,LDT,0,1,8,15
2018,Sheldon Richardson,MIN,28,LDT,0,0,4.5,16
2018,Za'Darius Smith,BAL,26,ROLB,0,2,8.5,25
2018,Charvarius Ward,KAN,22,DB,0,3,0,0
2018,Ramik Wilson,LAR,26,LB,0,2,0,0
2018,Michael Bennett,PHI,33,LDE,0,1,9,30
2018,Samson Ebukam,LAR,23,LOLB,1,1,3,6
2018,Reuben Foster,SFO,24,RLB,0,1,0,2
2018,Markus Golden,ARI,27,LDE,0,2,2.5,6
2018,Adam Gotsis,DEN,26,RDE,0,6,3,7
2018,Lawrence Guy,NWE,28,LDT,0,0,1,11
2018,Nate Hairston,IND,24,RCB,0,1,0,0
2018,Xavien Howard,MIA,25,LCB,7,12,0,0
2018,Malik Jackson,JAX,28,RDT,0,1,3.5,12
2018,Reggie Nelson,OAK,35,FS,2,2,0,0
2018,Yannick Ngakoue,JAX,23,LDE,0,1,9.5,33
2018,Alex Okafor,NOR,27,RDE,0,1,4,9
2018,Will Parks,DEN,24,DB,1,4,0,2
2018,Robert Quinn,MIA,28,RDE,0,0,6.5,15
2018,Nickell Robey-Coleman,LAR,26,DB,1,4,0,0
2018,Terrell Suggs,BAL,36,LOLB,0,6,7,15
2018,Xavier Williams,KAN,26,DT,0,0,2.5,4
2018,Shareece Wright,HOU,31,DB,0,5,0,0
2018,Geno Atkins,CIN,30,RDT,0,0,10,19
2018,Ronald Blair,SFO,25,DE,0,0,5.5,14
2018,Gareon Conley,OAK,23,RCB,3,15,0,0
2018,Brandon Copeland,NYJ,27,LOLB,0,2,5,14
2018,Mike Ford,DET,23,DB,0,1,0,0
2018,Marcell Harris,SFO,24,SS,0,0,0,0
2018,Ronnie Harrison,JAX,21,DB,1,3,1,1
2018,Dont'a Hightower,NWE,28,LLB,1,1,1,6
2018,Jordan Jenkins,NYJ,24,ROLB,0,0,7,15
2018,Harold Landry,TEN,22,LB,0,2,4.5,14
2018,Sherrick McManis,CHI,31,DB,1,4,1,3
2018,Emmanuel Ogbah,CLE,25,RDE,0,8,3,8
2018,Teez Tabor,DET,23,DB,0,0,0,0
2018,Solomon Thomas,SFO,23,LDE,0,0,1,6
2018,Levi Wallace,BUF,23,RCB,0,3,0,1
2018,Kerry Wynn,NYG,27,DE,0,2,1.5,2
2018,Matthew Adams,IND,23,DB,0,0,0,2
2018,Marcell Dareus,JAX,28,LDT/RDT,0,1,1,2
2018,Clayton Fejedelem,CIN,25,DB,0,0,0,1
2018,Dante Fowler,2TM,24,DE/ROLB,0,1,4,6
2018,Shelby Harris,DEN,27,DE,1,4,1.5,7
2018,Matthew Ioannidis,WAS,24,RDE/NT,0,0,7.5,11
2018,Anthony Levine,BAL,31,DB,1,8,1,2
2018,Doug Middleton,NYJ,25,DB,0,3,0,0
2018,David Onyemata,NOR,26,DT,0,1,4.5,6
2018,D.J. Reader,HOU,24,RDE,0,0,2,3
2018,Frostee Rucker,OAK,35,LDE,0,2,0,4
2018,Akeem Spence,MIA,27,RDT,0,0,2,9
2018,Olivier Vernon,NYG,28,ROLB,0,1,7,21
2018,Stephen Weatherly,MIN,24,RDE,0,1,3,8
2018,Henry Anderson,NYJ,27,DE,0,4,7,16
2018,Shaquil Barrett,DEN,26,LB,0,1,3,7
2018,Andrew Billings,CIN,23,LDT,0,0,2.5,7
2018,Kurt Coleman,NOR,30,SS,0,0,0,0
2018,Aaron Colvin,HOU,27,DB,0,1,0,0
2018,Javien Elliott,TAM,25,DB,1,1,0,1
2018,Everson Griffen,MIN,31,RDE,0,1,5.5,13
2018,Leon Hall,OAK,34,DB,0,3,0,1
2018,Da'Shawn Hand,DET,23,RDE,0,0,3,2
2018,Margus Hunt,IND,31,RDE/LDT,0,2,5,6
2018,J.C. Jackson,NWE,23,DB,3,6,0,0
2018,Cre'von LeBlanc,2TM,24,DB,0,1,0,0
2018,Jordan Lucas,KAN,25,DB,1,2,1,2
2018,Brandon Marshall,DEN,29,RILB,0,1,0,0
2018,Kareem Martin,NYG,26,LOLB,0,2,1.5,10
2018,Torry McTyer,MIA,23,DB,0,3,0,0
2018,Brandon Mebane,LAC,33,RDT,0,1,1,3
2018,Whitney Mercilus,HOU,28,LOLB,0,0,4,14
2018,Mike Mitchell,IND,31,DB,1,1,0,0
2018,Carl Nassib,TAM,25,LDE,0,2,6.5,14
2018,Robert Nkemdiche,ARI,24,RDT,0,1,4.5,7
2018,George Odum,IND,25,DB,1,2,0,0
2018,Malcolm Smith,SFO,29,RLB,0,1,0,3
2018,Kyle Williams,BUF,35,LDT,0,1,5,14
2018,Kyle Emanuel,LAC,27,RLB,0,0,1,2
2018,Johnathan Hankins,OAK,26,RDT,0,0,0,2
2018,Abry Jones,JAX,27,LDT/RDT,0,2,1,2
2018,Sidney Jones,PHI,22,DB,0,2,0,0
2018,Arden Key,OAK,22,RDE,0,0,1,11
2018,Steve McLendon,NYJ,32,NT,0,1,0,1
2018,Dorian O'Daniel,KAN,24,LB,0,1,0,1
2018,Andrew Sendejo,MIN,31,SS,0,1,0,0
2018,Vita Vea,TAM,23,RDT,0,0,3,4
2018,Cameron Wake,MIA,36,LDE,0,1,6,17
2018,Brandon Williams,BAL,29,LDE,0,1,1,1
2018,Eddie Yarbrough,BUF,25,DE,0,0,0,1
2018,Mario Addison,CAR,31,LDE,0,0,9,12
2018,Sharif Finch,TEN,23,LB,0,0,1.5,2
2018,DaQuan Jones,TEN,27,LDE,0,1,0,5
2018,Kendrick Lewis,TEN,30,DB,0,1,0,0
2018,Tarvarius Moore,SFO,22,DB,0,2,0,0
2018,Bilal Nichols,CHI,22,RDE,0,0,3,7
2018,Isaiah Oliver,ATL,22,DB,1,7,0,0
2018,Domata Peko,DEN,34,NT,0,2,0.5,3
2018,Harrison Phillips,BUF,22,DT,0,0,0,2
2018,Michael Pierce,BAL,26,DT,0,1,0,2
2018,Cameron Sutton,PIT,23,DB,1,3,0,2
2018,Quincy Wilson,IND,22,DB,1,2,0,0
2018,Tramaine Brock,DEN,30,RCB,0,6,0,0
2018,Malcom Brown,NWE,24,RDT,0,0,0,1
2018,Jack Crawford,ATL,30,LDT,1,1,6,9
2018,Randy Gregory,DAL,26,DE,0,0,6,15
2018,Shaun Dion Hamilton,WAS,23,LB,0,0,1.5,0
2018,Mike Hughes,MIN,21,DB,1,3,0,0
2018,Ricky Jean-Francois,DET,32,LDT,0,0,2,2
2018,Tyler Lancaster,GNB,24,NT,0,0,0,1
2018,Clinton McDonald,OAK,31,DT,0,0,2,2
2018,Derrick Morgan,TEN,29,LOLB,0,3,0.5,4
2018,Darius Phillips,CIN,23,DB,0,2,0,0
2018,Darius Philon,LAC,24,LDT,0,0,4,9
2018,Tanner Vallejo,CLE,24,LB,0,0,0,0
2018,Jimmie Ward,SFO,27,FS,0,0,0,0
2018,Jermaine Whitehead,2TM,25,DB,0,2,1,2
2018,Trevor Williams,LAC,25,LCB,1,4,0,0
2018,Jarrod Wilson,JAX,24,DB,0,2,0,0
2018,Angelo Blackson,HOU,26,DT,0,3,1,2
